   -110.00000      .45000     1.30000
    -80.00000     -.22500     1.30000
    -70.00000     -.45000     1.20000
    -60.00000     -.65000     1.10000
    -50.00000     -.75000      .86401
    -40.00000     -.80000      .62803
    -30.00000     -.80000      .39204
    -20.00000     -.80000      .15606
    -14.00000     -.99333      .01445
    -12.00000     -.80000      .01158
    -10.00000     -.60030      .01011
     -6.00000     -.20089      .00803
     -4.00000     -.00119      .00800
     -2.00000      .19852      .00800
       .00000      .39822      .00800
      4.00000      .79763      .00862
      6.00000      .96833      .00981
      8.00000     1.13767      .01103
     10.00000     1.27800      .01400
     12.00000     1.41600      .02433
     13.00000     1.41600      .03648
     14.00000     1.41600      .04863
     16.00000     1.37670      .08908
     20.00000     1.29810      .17033
     24.00000     1.21949      .28207
     26.00000     1.18019      .33793
     30.00000     1.10159      .44967
     40.00000     1.10000      .64983
     50.00000     1.00000      .85000
     60.00000      .83000     1.02500
     70.00000      .55330     1.20000
     80.00000      .27670     1.30000
     90.00000      .00000     1.30000
